ISOCode,Year,AnnualGasemissions
SLE,1978,9888162.0
SLE,1979,9547215.0
SLE,1980,9487114.0
SLE,1981,10174977.0
SLE,1982,10133686.0
SLE,1983,10616941.0
SLE,1984,14664217.0
SLE,1985,13195516.0
SLE,1986,11344618.0
SLE,1987,10382402.0
SLE,1988,9652830.0
SLE,1989,9544620.0
SLE,1990,9492206.0
SLE,1991,9246704.0
SLE,1992,9304867.0
SLE,1993,9049291.0
SLE,1994,9386320.0
SLE,1995,9191634.0
SLE,1996,8817097.0
SLE,1997,8812961.0
SLE,1998,9410578.0
SLE,1999,10681492.0
SLE,2000,24184206.0
SLE,2001,37412010.0
SLE,2002,53020084.0
SLE,2003,54237820.0
SLE,2004,49745744.0
SLE,2005,56701292.0
SLE,2006,41481260.0
SLE,2007,32218912.0
SLE,2008,31074686.0
SLE,2009,31422628.0
SLE,2010,31593442.0
SLE,2011,26037356.0
SLE,2012,26415464.0
SLE,2013,23431628.0
SLE,2014,21461512.0
SLE,2015,20469238.0
SLE,2016,19782134.0
SLE,2017,18794206.0
SLE,2018,18388292.0
SLE,2019,16324819.0
SLE,2020,16341814.0
SLE,2021,16980046.0
SLE,2022,16666520.0
SGP,1850,372001.72
SGP,1851,315499.03
SGP,1852,614805.56
SGP,1853,393478.97
SGP,1854,330274.1
SGP,1855,630495.9
SGP,1856,402704.1
SGP,1857,332676.25
SGP,1858,308744.53
SGP,1859,496154.22
SGP,1860,365431.62
SGP,1861,331854.8
SGP,1862,320919.7
SGP,1863,316737.3
SGP,1864,313262.53
SGP,1865,307173.75
SGP,1866,397179.66
SGP,1867,341297.97
SGP,1868,326515.3
SGP,1869,317792.12
SGP,1870,294146.34
SGP,1871,277697.72
SGP,1872,268159.0
SGP,1873,263343.6
SGP,1874,257999.55
SGP,1875,252040.98
SGP,1876,248423.25
SGP,1877,244727.77
SGP,1878,242090.02
SGP,1879,233425.98
SGP,1880,239986.58
SGP,1881,237864.89
SGP,1882,234516.44
SGP,1883,233185.48
SGP,1884,230577.03
SGP,1885,222736.66
SGP,1886,228951.84
SGP,1887,225909.97
SGP,1888,225216.39
SGP,1889,222354.8
SGP,1890,215557.6
SGP,1891,210595.66
SGP,1892,205839.06
SGP,1893,201982.22
SGP,1894,201075.25
SGP,1895,196179.28
SGP,1896,194401.81
SGP,1897,201175.05
SGP,1898,190409.62
SGP,1899,187312.14
SGP,1900,191038.19
SGP,1901,191716.11
SGP,1902,192092.14
SGP,1903,193134.22
SGP,1904,195511.31
SGP,1905,196228.31
SGP,1906,187844.55
SGP,1907,181947.69
SGP,1908,186852.19
SGP,1909,195679.19
SGP,1910,198569.73
SGP,1911,201242.38
SGP,1912,203178.06
SGP,1913,202230.52
SGP,1914,205437.88
SGP,1915,207002.06
SGP,1916,207842.31
SGP,1917,208731.33
SGP,1918,295556.5
SGP,1919,240334.8
SGP,1920,202722.12
SGP,1921,196302.0
SGP,1922,196729.81
SGP,1923,199669.16
SGP,1924,204226.19
SGP,1925,209278.4
SGP,1926,214463.4
SGP,1927,220643.7
SGP,1928,227505.86
SGP,1929,233282.4
SGP,1930,252247.1
SGP,1931,266398.6
SGP,1932,290245.34
SGP,1933,323643.8
SGP,1934,363545.88
SGP,1935,408640.6
SGP,1936,456775.84
SGP,1937,506105.2
SGP,1938,556001.6
SGP,1939,601356.0
SGP,1940,647232.9
SGP,1941,689163.8
SGP,1942,731148.7
SGP,1943,772814.8
SGP,1944,815241.56
SGP,1945,871125.8
SGP,1946,912657.44
SGP,1947,963218.1
SGP,1948,1023145.9
SGP,1949,1098091.2
SGP,1950,3137320.0
SGP,1951,4181803.2
SGP,1952,4946145.5
SGP,1953,5126526.0
SGP,1954,5581424.0
SGP,1955,6040976.5
SGP,1956,6247639.0
SGP,1957,3861156.5
SGP,1958,4624269.0
SGP,1959,4073628.0
SGP,1960,3951583.5
SGP,1961,4903514.0
SGP,1962,5564346.0
SGP,1963,6551167.0
SGP,1964,7037525.5
SGP,1965,6060183.5
SGP,1966,4311291.5
SGP,1967,6914821.0
SGP,1968,9466062.0
SGP,1969,11503598.0
SGP,1970,22672346.0
SGP,1971,21385702.0
SGP,1972,26673104.0
SGP,1973,25677616.0
SGP,1974,25241718.0
SGP,1975,28479832.0
SGP,1976,33725180.0
SGP,1977,31070884.0
SGP,1978,35978492.0
SGP,1979,39561170.0
SGP,1980,34681972.0
SGP,1981,31151188.0
SGP,1982,33437712.0
SGP,1983,38476980.0
SGP,1984,36886550.0
SGP,1985,37013376.0
SGP,1986,39863790.0
SGP,1987,37896344.0
SGP,1988,41128676.0
SGP,1989,46699104.0
SGP,1990,48971090.0
SGP,1991,50979464.0
SGP,1992,55508310.0
SGP,1993,52431256.0
SGP,1994,63699240.0
SGP,1995,45731570.0
SGP,1996,53855572.0
SGP,1997,64422390.0
SGP,1998,60675580.0
SGP,1999,59716920.0
SGP,2000,58896948.0
SGP,2001,60769610.0
SGP,2002,51367868.0
SGP,2003,54245144.0
SGP,2004,51955096.0
SGP,2005,46693496.0
SGP,2006,47516108.0
SGP,2007,36134140.0
SGP,2008,51716628.0
SGP,2009,50092564.0
SGP,2010,49038732.0
SGP,2011,40023256.0
SGP,2012,55963676.0
SGP,2013,60840068.0
SGP,2014,58387924.0
SGP,2015,68313850.0
SGP,2016,46387610.0
SGP,2017,46729380.0
SGP,2018,56823684.0
SGP,2019,40708200.0
SGP,2020,61865360.0
SGP,2021,62999384.0
SGP,2022,60272492.0
SVK,1850,5432141.5
SVK,1851,5341538.0
SVK,1852,5307303.5
SVK,1853,5317217.0
SVK,1854,5254693.0
SVK,1855,5146336.0
SVK,1856,5119449.5
SVK,1857,5103578.0
SVK,1858,5050079.0
SVK,1859,5055406.0
SVK,1860,5006057.0
SVK,1861,5027069.0
SVK,1862,5130763.0
SVK,1863,5197037.0
SVK,1864,5306751.0
SVK,1865,5453894.0
SVK,1866,5596900.0
SVK,1867,5748269.0
SVK,1868,5787151.0
SVK,1869,5917184.5
SVK,1870,6126863.0
SVK,1871,6247169.0
SVK,1872,6411341.5
SVK,1873,6603386.0
SVK,1874,6733088.0
SVK,1875,6824384.5
SVK,1876,8536860.0
SVK,1877,8723299.0
SVK,1878,8912269.0
SVK,1879,9244637.0
SVK,1880,9616065.0
SVK,1881,9852694.0
SVK,1882,9969905.0
SVK,1883,10341374.0
SVK,1884,10513655.0
SVK,1885,10840603.0
SVK,1886,11236358.0
SVK,1887,11629594.0
SVK,1888,12060788.0
SVK,1889,12523230.0
SVK,1890,13069903.0
SVK,1891,13341411.0
SVK,1892,13508402.0
SVK,1893,13787126.0
SVK,1894,14029589.0
SVK,1895,14347830.0
SVK,1896,14624598.0
SVK,1897,15235898.0
SVK,1898,15523287.0
SVK,1899,15864777.0
SVK,1900,15861409.0
SVK,1901,16352970.0
SVK,1902,16528447.0
SVK,1903,16722505.0
SVK,1904,16918318.0
SVK,1905,17291636.0
SVK,1906,17791322.0
SVK,1907,18377266.0
SVK,1908,18528284.0
SVK,1909,18440148.0
SVK,1910,17944330.0
SVK,1911,18002966.0
SVK,1912,18839640.0
SVK,1913,19353924.0
SVK,1914,17915312.0
SVK,1915,17822630.0
SVK,1916,18566360.0
SVK,1917,17617530.0
SVK,1918,15511104.0
SVK,1919,14735728.0
SVK,1920,15366982.0
SVK,1921,15246166.0
SVK,1922,14417924.0
SVK,1923,15066205.0
SVK,1924,17479820.0
SVK,1925,16890338.0
SVK,1926,17107902.0
SVK,1927,18108672.0
SVK,1928,18901000.0
SVK,1929,20569092.0
SVK,1930,17843850.0
SVK,1931,16596294.0
SVK,1932,14661315.0
SVK,1933,13574514.0
SVK,1934,13053075.0
SVK,1935,13135199.0
SVK,1936,13786398.0
SVK,1937,15906577.0
SVK,1938,17680084.0
SVK,1939,19053168.0
SVK,1940,21190896.0
SVK,1941,21146302.0
SVK,1942,22549988.0
SVK,1943,24621294.0
SVK,1944,23617088.0
SVK,1945,13410583.0
SVK,1946,16215591.0
SVK,1947,18232174.0
SVK,1948,19577170.0
SVK,1949,20490352.0
SVK,1950,22321136.0
SVK,1951,24335852.0
SVK,1952,26642932.0
SVK,1953,27970766.0
SVK,1954,30118704.0
SVK,1955,31465556.0
SVK,1956,33755256.0
SVK,1957,35362508.0
SVK,1958,38340276.0
SVK,1959,38875960.0
SVK,1960,41241000.0
SVK,1961,43786090.0
SVK,1962,46270100.0
SVK,1963,47304764.0
SVK,1964,52368160.0
SVK,1965,50203540.0
SVK,1966,49835308.0
SVK,1967,50349256.0
SVK,1968,52758652.0
SVK,1969,56009924.0
SVK,1970,61523036.0
SVK,1971,64008530.0
SVK,1972,64453096.0
SVK,1973,64338904.0
SVK,1974,64689810.0
SVK,1975,67125896.0
SVK,1976,69349560.0
SVK,1977,71055850.0
SVK,1978,72183530.0
SVK,1979,70318460.0
SVK,1980,70934480.0
SVK,1981,70128296.0
SVK,1982,69648904.0
SVK,1983,69797016.0
SVK,1984,71959410.0
SVK,1985,71066984.0
SVK,1986,71075576.0
SVK,1987,70369260.0
SVK,1988,69412550.0
SVK,1989,66773110.0
SVK,1990,73378180.0
SVK,1991,63405504.0
SVK,1992,58339810.0
SVK,1993,55162292.0
SVK,1994,52551064.0
SVK,1995,52856572.0
SVK,1996,53291252.0
SVK,1997,52910490.0
SVK,1998,52528144.0
SVK,1999,51223228.0
SVK,2000,47977196.0
SVK,2001,50061356.0
SVK,2002,48492684.0
SVK,2003,47613176.0
SVK,2004,48618732.0
SVK,2005,48960250.0
SVK,2006,49380084.0
SVK,2007,48037652.0
SVK,2008,48665896.0
SVK,2009,45083976.0
SVK,2010,46459950.0
SVK,2011,46050424.0
SVK,2012,43559350.0
SVK,2013,43038584.0
SVK,2014,39991224.0
SVK,2015,40768252.0
SVK,2016,41061030.0
SVK,2017,42260644.0
SVK,2018,42142964.0
SVK,2019,39899012.0
SVK,2020,37313304.0
SVK,2021,41485630.0
SVK,2022,40136610.0
SVN,1850,1146810.8
SVN,1851,1148572.8
SVN,1852,1184012.1
SVN,1853,1170530.1
SVN,1854,1139112.4
SVN,1855,1171051.2
SVN,1856,1188792.5
SVN,1857,1224775.1
SVN,1858,1229217.8
SVN,1859,1183178.1
SVN,1860,1268378.5
SVN,1861,1242923.9
SVN,1862,1264826.1
SVN,1863,1256461.5
SVN,1864,1264685.6
SVN,1865,1297087.0
SVN,1866,1333213.8
SVN,1867,1347055.6
SVN,1868,1347008.0
SVN,1869,1395351.5
SVN,1870,1393565.8
SVN,1871,1430039.1
SVN,1872,1499688.1
SVN,1873,1515398.4
SVN,1874,1504761.6
SVN,1875,1558391.5
SVN,1876,1595963.6
SVN,1877,1652886.8
SVN,1878,1667107.5
SVN,1879,1640411.9
SVN,1880,1742933.8
SVN,1881,1712092.0
SVN,1882,1748735.0
SVN,1883,1753117.2
SVN,1884,1763480.2
SVN,1885,1821908.8
SVN,1886,1873942.4
SVN,1887,1888232.9
SVN,1888,1885267.0
SVN,1889,1958294.1
SVN,1890,1961204.4
SVN,1891,1985888.8
SVN,1892,2059013.2
SVN,1893,2080169.0
SVN,1894,2064314.5
SVN,1895,2125667.0
SVN,1896,2151465.0
SVN,1897,2201128.5
SVN,1898,2226531.2
SVN,1899,2173435.5
SVN,1900,2317901.8
SVN,1901,2323300.8
SVN,1902,2332689.8
SVN,1903,2409126.2
SVN,1904,2403805.0
SVN,1905,2400470.5
SVN,1906,2481939.2
SVN,1907,2502396.5
SVN,1908,2574288.5
SVN,1909,2568727.8
SVN,1910,2532543.5
SVN,1911,2669959.5
SVN,1912,2683312.2
SVN,1913,3079105.5
SVN,1914,2557284.8
SVN,1915,2592953.8
SVN,1916,2635938.0
SVN,1917,2765320.5
SVN,1918,2762716.5
SVN,1919,3201372.0
SVN,1920,3366498.0
SVN,1921,3493998.0
SVN,1922,3887388.0
SVN,1923,3874866.8
SVN,1924,3854934.2
SVN,1925,3981564.8
SVN,1926,3987887.5
SVN,1927,4269576.5
SVN,1928,4373479.0
SVN,1929,4588564.0
SVN,1930,4343341.5
SVN,1931,4416538.0
SVN,1932,4188457.5
SVN,1933,4163861.5
SVN,1934,4075922.2
SVN,1935,4337814.0
SVN,1936,4216154.0
SVN,1937,4285155.0
SVN,1938,4426034.5
SVN,1939,4392582.5
SVN,1940,4578064.0
SVN,1941,3321494.8
SVN,1942,3532166.5
SVN,1943,3716883.5
SVN,1944,3781054.0
SVN,1945,4615385.0
SVN,1946,5490567.5
SVN,1947,5950364.5
SVN,1948,6151107.5
SVN,1949,6834553.5
SVN,1950,6645892.0
SVN,1951,6308404.0
SVN,1952,6600700.0
SVN,1953,6505591.5
SVN,1954,6928341.5
SVN,1955,7359779.0
SVN,1956,7882460.0
SVN,1957,8190087.0
SVN,1958,8196762.0
SVN,1959,8723939.0
SVN,1960,9167088.0
SVN,1961,9591030.0
SVN,1962,9804820.0
SVN,1963,10162726.0
SVN,1964,10910672.0
SVN,1965,11085510.0
SVN,1966,11121516.0
SVN,1967,11494453.0
SVN,1968,12082233.0
SVN,1969,12191936.0
SVN,1970,14411552.0
SVN,1971,15306929.0
SVN,1972,14422822.0
SVN,1973,16271284.0
SVN,1974,16294860.0
SVN,1975,16821058.0
SVN,1976,17175508.0
SVN,1977,16943044.0
SVN,1978,18359176.0
SVN,1979,19480026.0
SVN,1980,19080026.0
SVN,1981,20415682.0
SVN,1982,19344442.0
SVN,1983,20497482.0
SVN,1984,21441768.0
SVN,1985,21751688.0
SVN,1986,22348658.0
SVN,1987,21848214.0
SVN,1988,22360058.0
SVN,1989,22148694.0
SVN,1990,20847420.0
SVN,1991,18941820.0
SVN,1992,18363302.0
SVN,1993,18403606.0
SVN,1994,18384200.0
SVN,1995,18996006.0
SVN,1996,19403638.0
SVN,1997,20315622.0
SVN,1998,20123168.0
SVN,1999,19466114.0
SVN,2000,19393178.0
SVN,2001,20912822.0
SVN,2002,21187440.0
SVN,2003,20996418.0
SVN,2004,21276542.0
SVN,2005,21711630.0
SVN,2006,22304990.0
SVN,2007,25078794.0
SVN,2008,24712800.0
SVN,2009,22710652.0
SVN,2010,23208678.0
SVN,2011,22734912.0
SVN,2012,22325158.0
SVN,2013,21149366.0
SVN,2014,19072562.0
SVN,2015,19446850.0
SVN,2016,20391190.0
SVN,2017,20001248.0
SVN,2018,19668102.0
SVN,2019,19211476.0
SVN,2020,17832958.0
SVN,2021,17739818.0
SVN,2022,17061928.0
SLB,1850,627262.7
SLB,1851,215261.53
SLB,1852,223474.33
SLB,1853,-120628.984
SLB,1854,247697.67
SLB,1855,95029.68
SLB,1856,111847.734
SLB,1857,153668.02
SLB,1858,70327.5
SLB,1859,229252.03
SLB,1860,-125466.08
SLB,1861,298783.2
SLB,1862,32187.184
SLB,1863,228393.11
SLB,1864,-96529.43
SLB,1865,185369.88
SLB,1866,117225.36
SLB,1867,237083.38
SLB,1868,251201.19
SLB,1869,57915.15
SLB,1870,410568.28
SLB,1871,412697.25
SLB,1872,197055.77
SLB,1873,154614.56
SLB,1874,110023.25
SLB,1875,188489.3
SLB,1876,203401.56
SLB,1877,334634.47
SLB,1878,417560.9
SLB,1879,352931.75
SLB,1880,514031.75
SLB,1881,271758.25
SLB,1882,185165.23
SLB,1883,331596.06
SLB,1884,429558.47
SLB,1885,481373.75
SLB,1886,324458.75
SLB,1887,194922.34
SLB,1888,210941.48
SLB,1889,67977.51
SLB,1890,156561.39
SLB,1891,152170.27
SLB,1892,214544.03
SLB,1893,234641.14
SLB,1894,330588.78
SLB,1895,365707.28
SLB,1896,290849.56
SLB,1897,544938.7
SLB,1898,110274.016
SLB,1899,155488.19
SLB,1900,403350.53
SLB,1901,218720.67
SLB,1902,186634.56
SLB,1903,143945.23
SLB,1904,83383.0
SLB,1905,54677.78
SLB,1906,70797.34
SLB,1907,189972.06
SLB,1908,69493.04
SLB,1909,209346.92
SLB,1910,290799.6
SLB,1911,384490.62
SLB,1912,251831.17
SLB,1913,249903.2
SLB,1914,248268.55
SLB,1915,383716.78
SLB,1916,263760.47
SLB,1917,117546.445
SLB,1918,287231.47
SLB,1919,343614.88
SLB,1920,291912.0
SLB,1921,307350.53
SLB,1922,300049.28
SLB,1923,257077.03
SLB,1924,311227.78
SLB,1925,379596.44
SLB,1926,362098.78
SLB,1927,497507.75
SLB,1928,368606.66
SLB,1929,340801.2
SLB,1930,265792.94
SLB,1931,268925.88
SLB,1932,381009.47
SLB,1933,373295.16
SLB,1934,446523.9
SLB,1935,440163.16
SLB,1936,508372.3
SLB,1937,272522.03
SLB,1938,188437.81
SLB,1939,318944.66
SLB,1940,290582.78
SLB,1941,291479.72
SLB,1942,203634.19
SLB,1943,339783.06
SLB,1944,359468.66
SLB,1945,305728.3
SLB,1946,361734.97
SLB,1947,502641.4
SLB,1948,241319.34
SLB,1949,170140.1
SLB,1950,188833.84
SLB,1951,408365.9
SLB,1952,769220.06
SLB,1953,533495.4
SLB,1954,740812.44
SLB,1955,506182.5
SLB,1956,601573.2
SLB,1957,902922.75
SLB,1958,741230.94
SLB,1959,1682306.1
SLB,1960,810739.2
SLB,1961,514492.34
SLB,1962,295409.8
SLB,1963,184692.45
SLB,1964,94292.52
SLB,1965,179987.56
SLB,1966,150203.06
SLB,1967,215220.77
SLB,1968,242097.97
SLB,1969,303384.78
SLB,1970,345638.22
SLB,1971,351348.62
SLB,1972,371962.34
SLB,1973,393036.53
SLB,1974,426766.1
SLB,1975,408857.94
SLB,1976,645165.5
SLB,1977,767597.4
SLB,1978,1021701.4
SLB,1979,752482.94
SLB,1980,716005.5
SLB,1981,1397805.1
SLB,1982,1116689.9
SLB,1983,1387164.1
SLB,1984,1118232.0
SLB,1985,1417347.4
SLB,1986,1137582.9
SLB,1987,1395583.9
SLB,1988,1407731.0
SLB,1989,1264889.8
SLB,1990,1370774.5
SLB,1991,1554563.5
SLB,1992,1463256.4
SLB,1993,1487456.8
SLB,1994,1458086.5
SLB,1995,1310950.6
SLB,1996,1323273.9
SLB,1997,1464516.4
SLB,1998,1624055.0
SLB,1999,1341288.6
SLB,2000,1498698.8
SLB,2001,1850277.8
SLB,2002,2022472.5
SLB,2003,1891693.5
SLB,2004,2878798.0
SLB,2005,3793546.0
SLB,2006,2576918.5
SLB,2007,3029624.2
SLB,2008,3416634.5
SLB,2009,4281785.5
SLB,2010,3109923.0
SLB,2011,3556349.2
SLB,2012,3173382.5
SLB,2013,5532481.0
SLB,2014,3695341.8
SLB,2015,4458052.0
SLB,2016,3915350.0
SLB,2017,4235910.5
SLB,2018,3810129.8
SLB,2019,3624469.0
SLB,2020,3535813.2
SLB,2021,3468254.0
SLB,2022,3401275.8
SOM,1850,3403213.2
SOM,1851,3420001.5
SOM,1852,3436708.2
SOM,1853,3453644.0
SOM,1854,3470466.0
SOM,1855,3487026.8
SOM,1856,3503312.2
SOM,1857,3519113.8
SOM,1858,3534429.8
SOM,1859,3549162.8
SOM,1860,3586050.8
SOM,1861,3611207.2
SOM,1862,3628490.8
SOM,1863,3645221.0
SOM,1864,3660847.0
SOM,1865,3676431.2
SOM,1866,3692138.8
SOM,1867,3708047.2
SOM,1868,3724198.5
SOM,1869,3740622.8
SOM,1870,3760964.2
SOM,1871,3783799.5
SOM,1872,3811836.2
SOM,1873,3844801.0
SOM,1874,3881394.5
SOM,1875,3920122.8
SOM,1876,3959428.5
SOM,1877,3997829.2
SOM,1878,4033818.8
SOM,1879,4065804.2
SOM,1880,4097237.5
SOM,1881,4122560.8
SOM,1882,4145434.5
SOM,1883,4167484.8
SOM,1884,4189020.0
SOM,1885,4210323.0
SOM,1886,4231542.0
SOM,1887,4252863.5
SOM,1888,4274436.0
SOM,1889,4296396.0
SOM,1890,4344922.5
SOM,1891,4371545.5
SOM,1892,4396387.5
SOM,1893,4421100.5
SOM,1894,4445955.0
SOM,1895,4471077.5
SOM,1896,4496481.0
SOM,1897,4522377.0
SOM,1898,4548915.0
SOM,1899,4576439.5
SOM,1900,4608617.5
SOM,1901,4640735.5
SOM,1902,4674043.5
SOM,1903,4706168.5
SOM,1904,4744373.0
SOM,1905,4782241.0
SOM,1906,4821514.5
SOM,1907,4860909.0
SOM,1908,4898049.0
SOM,1909,4944046.5
SOM,1910,5095408.5
SOM,1911,5246919.0
SOM,1912,5371378.0
SOM,1913,5486463.5
SOM,1914,5594277.0
SOM,1915,5720377.5
SOM,1916,5853314.5
SOM,1917,5986646.5
SOM,1918,6119961.0
SOM,1919,6253897.0
SOM,1920,6414161.0
SOM,1921,6603911.0
SOM,1922,6821763.0
SOM,1923,7074433.0
SOM,1924,7283488.5
SOM,1925,7537365.0
SOM,1926,7780941.0
SOM,1927,8010481.0
SOM,1928,8221194.5
SOM,1929,8451712.0
SOM,1930,8677278.0
SOM,1931,8865286.0
SOM,1932,9067028.0
SOM,1933,9244201.0
SOM,1934,9421421.0
SOM,1935,9596250.0
SOM,1936,9749891.0
SOM,1937,9891924.0
SOM,1938,10047342.0
SOM,1939,10195297.0
SOM,1940,10394616.0
SOM,1941,10725343.0
SOM,1942,11226089.0
SOM,1943,11870379.0
SOM,1944,12621795.0
SOM,1945,13410642.0
SOM,1946,14199605.0
SOM,1947,14947395.0
SOM,1948,15586454.0
SOM,1949,16081900.0
SOM,1950,16821452.0
SOM,1951,17110744.0
SOM,1952,17117956.0
SOM,1953,17123526.0
SOM,1954,17069994.0
SOM,1955,17015292.0
SOM,1956,16996900.0
SOM,1957,17007884.0
SOM,1958,17014726.0
SOM,1959,17139080.0
SOM,1960,16567633.0
SOM,1961,16449778.0
SOM,1962,17060316.0
SOM,1963,17855674.0
SOM,1964,18705796.0
SOM,1965,19383044.0
SOM,1966,20096166.0
SOM,1967,21153484.0
SOM,1968,21946882.0
SOM,1969,22328348.0
SOM,1970,23036492.0
SOM,1971,22939642.0
SOM,1972,23358986.0
SOM,1973,23234746.0
SOM,1974,23284152.0
SOM,1975,24933038.0
SOM,1976,24836704.0
SOM,1977,26612356.0
SOM,1978,28069624.0
SOM,1979,28141376.0
SOM,1980,28690664.0
SOM,1981,29323056.0
SOM,1982,30636822.0
SOM,1983,30307540.0
SOM,1984,30740414.0
SOM,1985,31695212.0
SOM,1986,32051456.0
SOM,1987,33254824.0
SOM,1988,34560612.0
SOM,1989,35016412.0
SOM,1990,33786136.0
SOM,1991,31651858.0
SOM,1992,30854898.0
SOM,1993,33977950.0
SOM,1994,36526136.0
SOM,1995,37700604.0
SOM,1996,38715050.0
SOM,1997,39769252.0
SOM,1998,40021640.0
SOM,1999,40683524.0
SOM,2000,41623864.0
SOM,2001,46408096.0
SOM,2002,46894960.0
SOM,2003,48728396.0
SOM,2004,48384788.0
SOM,2005,46171600.0
SOM,2006,43870296.0
SOM,2007,44936372.0
SOM,2008,44338412.0
SOM,2009,44730708.0
SOM,2010,44394030.0
SOM,2011,45056696.0
SOM,2012,47568590.0
SOM,2013,46287460.0
SOM,2014,45832230.0
SOM,2015,45946490.0
SOM,2016,46070810.0
SOM,2017,46411350.0
SOM,2018,46614290.0
SOM,2019,47378350.0
SOM,2020,48022624.0
SOM,2021,48345720.0
SOM,2022,49001976.0
ZAF,1850,2660073.2
ZAF,1851,2821195.0
ZAF,1852,2948898.0
ZAF,1853,3048768.0
ZAF,1854,3158648.8
ZAF,1855,3244921.5
ZAF,1856,3341072.5
ZAF,1857,3431458.0
ZAF,1858,3517892.0
ZAF,1859,3594394.5
ZAF,1860,3989657.8
ZAF,1861,4208737.0
ZAF,1862,4371674.0
ZAF,1863,4509667.5
ZAF,1864,4607752.5
ZAF,1865,4709698.0
ZAF,1866,4826108.0
ZAF,1867,4905504.0
ZAF,1868,4978330.0
ZAF,1869,5059336.0
ZAF,1870,7580936.5
ZAF,1871,8993272.0
ZAF,1872,9861307.0
ZAF,1873,10494998.0
ZAF,1874,11067678.0
ZAF,1875,11556038.0
ZAF,1876,11986692.0
ZAF,1877,12383122.0
ZAF,1878,12778124.0
ZAF,1879,13085002.0
ZAF,1880,11719396.0
ZAF,1881,11053249.0
ZAF,1882,10782667.0
ZAF,1883,10665274.0
ZAF,1884,10607842.0
ZAF,1885,10607869.0
ZAF,1886,10586637.0
ZAF,1887,10599879.0
ZAF,1888,10650107.0
ZAF,1889,10749018.0
ZAF,1890,12761377.0
ZAF,1891,13753646.0
ZAF,1892,14584001.0
ZAF,1893,16466431.0
ZAF,1894,17502326.0
ZAF,1895,18845052.0
ZAF,1896,20179800.0
ZAF,1897,21172594.0
ZAF,1898,23093996.0
ZAF,1899,23205718.0
ZAF,1900,21312146.0
ZAF,1901,24602176.0
ZAF,1902,28071230.0
ZAF,1903,31682808.0
ZAF,1904,34608120.0
ZAF,1905,37725290.0
ZAF,1906,41196310.0
ZAF,1907,44455884.0
ZAF,1908,46592890.0
ZAF,1909,50988692.0
ZAF,1910,54684730.0
ZAF,1911,55803480.0
ZAF,1912,58616344.0
ZAF,1913,62264130.0
ZAF,1914,63488516.0
ZAF,1915,65389640.0
ZAF,1916,70570264.0
ZAF,1917,74270110.0
ZAF,1918,74629250.0
ZAF,1919,76798760.0
ZAF,1920,82247880.0
ZAF,1921,84062100.0
ZAF,1922,81568904.0
ZAF,1923,88276664.0
ZAF,1924,91182920.0
ZAF,1925,94016960.0
ZAF,1926,96489410.0
ZAF,1927,96633300.0
ZAF,1928,97814160.0
ZAF,1929,100265310.0
ZAF,1930,98996696.0
ZAF,1931,96710890.0
ZAF,1932,95114104.0
ZAF,1933,97833590.0
ZAF,1934,102632680.0
ZAF,1935,106007930.0
ZAF,1936,110368550.0
ZAF,1937,112367980.0
ZAF,1938,114968584.0
ZAF,1939,117163920.0
ZAF,1940,122922110.0
ZAF,1941,128766740.0
ZAF,1942,136095180.0
ZAF,1943,139023360.0
ZAF,1944,147171170.0
ZAF,1945,150909970.0
ZAF,1946,153821520.0
ZAF,1947,155788510.0
ZAF,1948,158920320.0
ZAF,1949,163949250.0
ZAF,1950,164669000.0
ZAF,1951,170440480.0
ZAF,1952,177398770.0
ZAF,1953,178050930.0
ZAF,1954,180525460.0
ZAF,1955,190214980.0
ZAF,1956,195064830.0
ZAF,1957,198218420.0
ZAF,1958,205736320.0
ZAF,1959,204076510.0
ZAF,1960,212161870.0
ZAF,1961,204683700.0
ZAF,1962,202414690.0
ZAF,1963,204867460.0
ZAF,1964,212151900.0
ZAF,1965,220609600.0
ZAF,1966,222096830.0
ZAF,1967,231407950.0
ZAF,1968,236114510.0
ZAF,1969,242634200.0
ZAF,1970,248909090.0
ZAF,1971,265981230.0
ZAF,1972,268058690.0
ZAF,1973,269971870.0
ZAF,1974,274172160.0
ZAF,1975,282848500.0
ZAF,1976,289509860.0
ZAF,1977,295346050.0
ZAF,1978,296666100.0
ZAF,1979,315831650.0
ZAF,1980,326159070.0
ZAF,1981,357298720.0
ZAF,1982,382530980.0
ZAF,1983,395148450.0
ZAF,1984,422676350.0
ZAF,1985,438802850.0
ZAF,1986,443532860.0
ZAF,1987,446040700.0
ZAF,1988,465321500.0
ZAF,1989,466702600.0
ZAF,1990,445408060.0
ZAF,1991,464806180.0
ZAF,1992,441728220.0
ZAF,1993,460399420.0
ZAF,1994,478390620.0
ZAF,1995,505849280.0
ZAF,1996,508314080.0
ZAF,1997,531735900.0
ZAF,1998,523962530.0
ZAF,1999,517078900.0
ZAF,2000,518142050.0
ZAF,2001,508040000.0
ZAF,2002,490477440.0
ZAF,2003,536782700.0
ZAF,2004,581855040.0
ZAF,2005,545881600.0
ZAF,2006,576044500.0
ZAF,2007,597554500.0
ZAF,2008,625110100.0
ZAF,2009,605707500.0
ZAF,2010,583927500.0
ZAF,2011,584611260.0
ZAF,2012,579005500.0
ZAF,2013,576619140.0
ZAF,2014,589453900.0
ZAF,2015,561137800.0
ZAF,2016,569898200.0
ZAF,2017,554465800.0
ZAF,2018,549677100.0
