ISOCode,Year,AnnualGasemissions
DNK,1891,13893955.0
DNK,1892,14222042.0
DNK,1893,14332383.0
DNK,1894,15055068.0
DNK,1895,15301279.0
DNK,1896,16279233.0
DNK,1897,16756171.0
DNK,1898,16905002.0
DNK,1899,17681402.0
DNK,1900,18372832.0
DNK,1901,18177192.0
DNK,1902,18542244.0
DNK,1903,18869876.0
DNK,1904,19516414.0
DNK,1905,19547238.0
DNK,1906,20038576.0
DNK,1907,19387256.0
DNK,1908,20759508.0
DNK,1909,21312230.0
DNK,1910,21315264.0
DNK,1911,22736792.0
DNK,1912,23424070.0
DNK,1913,24806502.0
DNK,1914,25094276.0
DNK,1915,25773278.0
DNK,1916,25283350.0
DNK,1917,22748082.0
DNK,1918,24474402.0
DNK,1919,23899850.0
DNK,1920,21976064.0
DNK,1921,22424280.0
DNK,1922,24177600.0
DNK,1923,25095872.0
DNK,1924,26537824.0
DNK,1925,26005436.0
DNK,1926,25102970.0
DNK,1927,27309382.0
DNK,1928,27437474.0
DNK,1929,30046716.0
DNK,1930,28313330.0
DNK,1931,28223112.0
DNK,1932,28451244.0
DNK,1933,28418118.0
DNK,1934,29572482.0
DNK,1935,29460008.0
DNK,1936,30104482.0
DNK,1937,30658924.0
DNK,1938,30258164.0
DNK,1939,31880764.0
DNK,1940,29784976.0
DNK,1941,32255980.0
DNK,1942,31171936.0
DNK,1943,36580384.0
DNK,1944,36132252.0
DNK,1945,29887176.0
DNK,1946,33303666.0
DNK,1947,38762530.0
DNK,1948,34626196.0
DNK,1949,34901120.0
DNK,1950,40052908.0
DNK,1951,40539520.0
DNK,1952,42159024.0
DNK,1953,42828950.0
DNK,1954,44858410.0
DNK,1955,47199820.0
DNK,1956,46532676.0
DNK,1957,45531724.0
DNK,1958,47201116.0
DNK,1959,47729916.0
DNK,1960,52257930.0
DNK,1961,53417344.0
DNK,1962,57749496.0
DNK,1963,61052412.0
DNK,1964,63696364.0
DNK,1965,65137948.0
DNK,1966,71079810.0
DNK,1967,70219496.0
DNK,1968,74077570.0
DNK,1969,80161256.0
DNK,1970,82163816.0
DNK,1971,77235640.0
DNK,1972,80191256.0
DNK,1973,79755970.0
DNK,1974,76595896.0
DNK,1975,76469304.0
DNK,1976,79483450.0
DNK,1977,82678424.0
DNK,1978,81741120.0
DNK,1979,83145370.0
DNK,1980,81390930.0
DNK,1981,70891390.0
DNK,1982,73378780.0
DNK,1983,71719620.0
DNK,1984,69332424.0
DNK,1985,77884290.0
DNK,1986,76904810.0
DNK,1987,75444910.0
DNK,1988,71530904.0
DNK,1989,66470760.0
DNK,1990,70371416.0
DNK,1991,80944240.0
DNK,1992,75099090.0
DNK,1993,76409400.0
DNK,1994,81190170.0
DNK,1995,77874550.0
DNK,1996,91066810.0
DNK,1997,81453700.0
DNK,1998,76280990.0
DNK,1999,73585464.0
DNK,2000,70571170.0
DNK,2001,71756630.0
DNK,2002,70648060.0
DNK,2003,76190630.0
DNK,2004,72299980.0
DNK,2005,68286090.0
DNK,2006,75228210.0
DNK,2007,71267710.0
DNK,2008,67721240.0
DNK,2009,64850324.0
DNK,2010,67977180.0
DNK,2011,60640164.0
DNK,2012,56537144.0
DNK,2013,58761380.0
DNK,2014,53661780.0
DNK,2015,51282550.0
DNK,2016,53150028.0
DNK,2017,50565068.0
DNK,2018,50192864.0
DNK,2019,46582204.0
DNK,2020,44040936.0
DNK,2021,45039804.0
DNK,2022,44506308.0
DJI,1850,48396.51
DJI,1851,48509.07
DJI,1852,48595.39
DJI,1853,48666.555
DJI,1854,48733.656
DJI,1855,48795.57
DJI,1856,48851.168
DJI,1857,48923.758
DJI,1858,48963.36
DJI,1859,49017.707
DJI,1860,48963.53
DJI,1861,48986.117
DJI,1862,48982.543
DJI,1863,49002.11
DJI,1864,49045.266
DJI,1865,49075.81
DJI,1866,49118.617
DJI,1867,49174.137
DJI,1868,49242.812
DJI,1869,49300.656
DJI,1870,49396.977
DJI,1871,49479.383
DJI,1872,49648.504
DJI,1873,49905.855
DJI,1874,50216.305
DJI,1875,50569.16
DJI,1876,50941.5
DJI,1877,51298.203
DJI,1878,51616.344
DJI,1879,51885.234
DJI,1880,52081.953
DJI,1881,52149.945
DJI,1882,52181.438
DJI,1883,52215.51
DJI,1884,52266.793
DJI,1885,52313.29
DJI,1886,52369.64
DJI,1887,52438.266
DJI,1888,52509.39
DJI,1889,52585.43
DJI,1890,53066.19
DJI,1891,53134.094
DJI,1892,53144.86
DJI,1893,53183.8
DJI,1894,53238.562
DJI,1895,53308.957
DJI,1896,53394.824
DJI,1897,53508.22
DJI,1898,53612.332
DJI,1899,53731.42
DJI,1900,53926.39
DJI,1901,54145.117
DJI,1902,53886.176
DJI,1903,54006.773
DJI,1904,54167.184
DJI,1905,54259.758
DJI,1906,54237.9
DJI,1907,54409.203
DJI,1908,54495.023
DJI,1909,54900.656
DJI,1910,54944.434
DJI,1911,55831.72
DJI,1912,56543.508
DJI,1913,57339.918
DJI,1914,58419.92
DJI,1915,59347.445
DJI,1916,60565.742
DJI,1917,61663.17
DJI,1918,62716.457
DJI,1919,63973.594
DJI,1920,65328.246
DJI,1921,66445.63
DJI,1922,67583.05
DJI,1923,68817.86
DJI,1924,69957.234
DJI,1925,71276.94
DJI,1926,72637.5
DJI,1927,73810.695
DJI,1928,74927.69
DJI,1929,76044.36
DJI,1930,77412.01
DJI,1931,77792.29
DJI,1932,77702.83
DJI,1933,77279.58
DJI,1934,77263.56
DJI,1935,77296.58
DJI,1936,78099.35
DJI,1937,79052.984
DJI,1938,80128.45
DJI,1939,81401.09
DJI,1940,84667.83
DJI,1941,86554.734
DJI,1942,89113.94
DJI,1943,94898.88
DJI,1944,101967.95
DJI,1945,110908.43
DJI,1946,119773.45
DJI,1947,128382.16
DJI,1948,137013.19
DJI,1949,143260.38
DJI,1950,156930.44
DJI,1951,173253.31
DJI,1952,174241.19
DJI,1953,176896.16
DJI,1954,179854.53
DJI,1955,181965.44
DJI,1956,174512.48
DJI,1957,188279.61
DJI,1958,189572.16
DJI,1959,176069.14
DJI,1960,172088.88
DJI,1961,189841.53
DJI,1962,212149.5
DJI,1963,249061.31
DJI,1964,282680.38
DJI,1965,335837.56
DJI,1966,377681.75
DJI,1967,343534.16
DJI,1968,400017.44
DJI,1969,379177.12
DJI,1970,465528.44
DJI,1971,510286.53
DJI,1972,553657.25
DJI,1973,555261.4
DJI,1974,594518.5
DJI,1975,632262.9
DJI,1976,660882.7
DJI,1977,717606.1
DJI,1978,759287.5
DJI,1979,945752.7
DJI,1980,974430.8
DJI,1981,926188.0
DJI,1982,985516.06
DJI,1983,1029646.2
DJI,1984,1064588.2
DJI,1985,1115790.9
DJI,1986,1170920.0
DJI,1987,1237296.6
DJI,1988,1252592.0
DJI,1989,1358348.6
DJI,1990,1325111.2
DJI,1991,1340318.5
DJI,1992,1352140.8
DJI,1993,1368080.1
DJI,1994,1364419.8
DJI,1995,1423171.4
DJI,1996,1429687.9
DJI,1997,1464528.2
DJI,1998,1544551.0
DJI,1999,1589991.2
DJI,2000,1556991.2
DJI,2001,1530536.2
DJI,2002,1543443.6
DJI,2003,1584936.0
DJI,2004,1599437.6
DJI,2005,1634534.0
DJI,2006,1660372.6
DJI,2007,1734142.0
DJI,2008,1803321.9
DJI,2009,1741542.9
DJI,2010,1824950.9
DJI,2011,1801929.9
DJI,2012,1846004.9
DJI,2013,1939294.2
DJI,2014,1793904.0
DJI,2015,1844249.9
DJI,2016,1848851.0
DJI,2017,1888190.4
DJI,2018,1932462.9
DJI,2019,1947679.2
DJI,2020,1896565.5
DJI,2021,1991329.2
DJI,2022,2010373.6
DMA,1850,41083.312
DMA,1851,43328.945
DMA,1852,45016.31
DMA,1853,46189.78
DMA,1854,45396.664
DMA,1855,42844.547
DMA,1856,47613.266
DMA,1857,47314.008
DMA,1858,43241.35
DMA,1859,47694.13
DMA,1860,39176.855
DMA,1861,42182.418
DMA,1862,37749.203
DMA,1863,36162.766
DMA,1864,31901.164
DMA,1865,37911.992
DMA,1866,31355.383
DMA,1867,34520.68
DMA,1868,32739.688
DMA,1869,32871.156
DMA,1870,30059.32
DMA,1871,30314.9
DMA,1872,20227.465
DMA,1873,19449.271
DMA,1874,21286.635
DMA,1875,22366.152
DMA,1876,21699.521
DMA,1877,18797.441
DMA,1878,18408.277
DMA,1879,18359.139
DMA,1880,11626.584
DMA,1881,7484.793
DMA,1882,5326.328
DMA,1883,2731.367
DMA,1884,-3500.0146
DMA,1885,-5447.6606
DMA,1886,-7528.929
DMA,1887,-10472.376
DMA,1888,-12611.324
DMA,1889,-15198.641
DMA,1890,16526.258
DMA,1891,26837.395
DMA,1892,34333.734
DMA,1893,41089.598
DMA,1894,48347.645
DMA,1895,52541.24
DMA,1896,50544.46
DMA,1897,53104.75
DMA,1898,57963.418
DMA,1899,59990.633
DMA,1900,59207.887
DMA,1901,56206.73
DMA,1902,53820.684
DMA,1903,54730.75
DMA,1904,56604.785
DMA,1905,58619.348
DMA,1906,59769.72
DMA,1907,58892.39
DMA,1908,61565.63
DMA,1909,62961.938
DMA,1910,44306.168
DMA,1911,42052.523
DMA,1912,43753.5
DMA,1913,42160.04
DMA,1914,42607.97
DMA,1915,42439.965
DMA,1916,42810.613
DMA,1917,42809.098
DMA,1918,43028.72
DMA,1919,43058.895
DMA,1920,35994.445
DMA,1921,31539.385
DMA,1922,28416.9
DMA,1923,24673.818
DMA,1924,21987.951
DMA,1925,18862.342
DMA,1926,15714.865
DMA,1927,13317.854
DMA,1928,10680.3125
DMA,1929,8795.468
DMA,1930,62185.94
DMA,1931,84017.85
DMA,1932,96037.49
DMA,1933,103781.17
DMA,1934,112318.35
DMA,1935,119357.88
DMA,1936,124929.5
DMA,1937,132474.66
DMA,1938,138866.5
DMA,1939,146039.1
DMA,1940,98916.195
DMA,1941,84136.016
DMA,1942,80456.26
DMA,1943,81031.875
DMA,1944,83435.39
DMA,1945,86673.336
DMA,1946,91137.78
DMA,1947,97190.39
DMA,1948,103383.12
DMA,1949,109661.98
DMA,1950,124023.71
DMA,1951,127849.38
DMA,1952,156406.0
DMA,1953,194725.0
DMA,1954,185563.84
DMA,1955,175937.31
DMA,1956,180771.9
DMA,1957,182672.45
DMA,1958,187973.3
DMA,1959,200281.5
DMA,1960,179775.62
DMA,1961,330748.38
DMA,1962,215975.16
DMA,1963,188212.94
DMA,1964,206983.86
DMA,1965,345426.16
DMA,1966,225853.62
DMA,1967,155346.64
DMA,1968,128205.13
DMA,1969,107875.45
DMA,1970,102117.31
DMA,1971,85430.59
DMA,1972,78853.66
DMA,1973,72561.65
DMA,1974,87569.87
DMA,1975,73405.086
DMA,1976,76161.16
DMA,1977,74384.35
DMA,1978,105346.92
DMA,1979,78182.2
DMA,1980,82318.19
DMA,1981,81860.32
DMA,1982,98103.234
DMA,1983,99691.92
DMA,1984,108577.23
DMA,1985,97837.086
DMA,1986,108260.61
DMA,1987,102528.41
DMA,1988,112523.24
DMA,1989,124072.65
DMA,1990,124433.914
DMA,1991,129236.07
DMA,1992,133992.48
DMA,1993,165844.7
DMA,1994,155051.03
DMA,1995,166602.62
DMA,1996,164687.45
DMA,1997,174015.5
DMA,1998,290371.16
DMA,1999,275860.47
DMA,2000,302415.28
DMA,2001,267672.53
DMA,2002,219296.06
DMA,2003,208889.2
DMA,2004,222759.84
DMA,2005,219766.27
DMA,2006,271971.3
DMA,2007,231255.7
DMA,2008,244403.27
DMA,2009,221106.92
DMA,2010,233253.69
DMA,2011,228169.17
DMA,2012,242745.52
DMA,2013,209571.28
DMA,2014,206759.17
DMA,2015,208665.0
DMA,2016,214725.58
DMA,2017,194121.45
DMA,2018,195862.0
DMA,2019,206173.83
DMA,2020,196925.75
DMA,2021,188920.36
DMA,2022,196375.72
DOM,1850,859753.94
DOM,1851,857271.6
DOM,1852,889015.0
DOM,1853,903024.8
DOM,1854,929146.5
DOM,1855,947908.0
DOM,1856,982517.6
DOM,1857,981216.8
DOM,1858,991426.44
DOM,1859,1000123.1
DOM,1860,1409634.8
DOM,1861,1571409.0
DOM,1862,1696578.8
DOM,1863,1758766.6
DOM,1864,1806741.6
DOM,1865,1862380.8
DOM,1866,1927188.6
DOM,1867,1958104.1
DOM,1868,2021753.5
DOM,1869,2028872.4
DOM,1870,2201623.8
DOM,1871,2294898.0
DOM,1872,2359464.2
DOM,1873,2421649.0
DOM,1874,2471836.2
DOM,1875,2497746.5
DOM,1876,2537280.5
DOM,1877,2581497.8
DOM,1878,2642106.5
DOM,1879,2666218.5
DOM,1880,2962288.2
DOM,1881,3136064.2
DOM,1882,3243914.2
DOM,1883,3310410.2
DOM,1884,3373461.2
DOM,1885,3442213.2
DOM,1886,3501996.0
DOM,1887,3569212.0
DOM,1888,3615598.5
DOM,1889,3684438.8
DOM,1890,3931584.0
DOM,1891,4107241.8
DOM,1892,4187548.8
DOM,1893,4314004.0
DOM,1894,4370651.0
DOM,1895,4451588.5
DOM,1896,4508074.5
DOM,1897,4559922.5
DOM,1898,4622078.0
DOM,1899,4723886.0
DOM,1900,4900101.0
DOM,1901,5008789.0
DOM,1902,5083643.0
DOM,1903,5172266.5
DOM,1904,5207192.0
DOM,1905,5277673.0
DOM,1906,5345755.5
DOM,1907,5418273.0
DOM,1908,5497712.5
DOM,1909,5522479.5
DOM,1910,6185200.0
DOM,1911,6539118.5
DOM,1912,6760771.0
DOM,1913,6881625.0
DOM,1914,7048042.5
DOM,1915,7191236.5
DOM,1916,7257388.5
DOM,1917,7366093.0
DOM,1918,7418497.0
DOM,1919,7518897.5
DOM,1920,8241282.5
DOM,1921,8635608.0
DOM,1922,8765515.0
DOM,1923,8935139.0
DOM,1924,9038382.0
DOM,1925,9037749.0
DOM,1926,9149273.0
DOM,1927,9183517.0
DOM,1928,9233338.0
DOM,1929,9352023.0
DOM,1930,8914557.0
DOM,1931,8808383.0
DOM,1932,8898116.0
DOM,1933,8926374.0
DOM,1934,9068138.0
DOM,1935,9213892.0
DOM,1936,9401112.0
DOM,1937,9644974.0
DOM,1938,10016456.0
DOM,1939,10309661.0
DOM,1940,12540194.0
DOM,1941,13829268.0
DOM,1942,14862077.0
DOM,1943,15642064.0
DOM,1944,16427587.0
DOM,1945,17197254.0
DOM,1946,18165004.0
DOM,1947,19022108.0
DOM,1948,19878294.0
DOM,1949,20634556.0
DOM,1950,20518950.0
DOM,1951,21173464.0
DOM,1952,22118130.0
DOM,1953,22894844.0
DOM,1954,23516122.0
DOM,1955,24330994.0
DOM,1956,24835818.0
DOM,1957,24994968.0
DOM,1958,25080622.0
DOM,1959,50498180.0
DOM,1960,32197054.0
DOM,1961,26020082.0
DOM,1962,23350634.0
DOM,1963,21390876.0
DOM,1964,20545618.0
DOM,1965,19498974.0
DOM,1966,18865378.0
DOM,1967,17638666.0
DOM,1968,21165630.0
DOM,1969,18739870.0
DOM,1970,18323264.0
DOM,1971,20875438.0
DOM,1972,24084172.0
DOM,1973,25010214.0
DOM,1974,27295180.0
DOM,1975,31076448.0
DOM,1976,29956620.0
DOM,1977,28219330.0
DOM,1978,27695944.0
DOM,1979,29339002.0
DOM,1980,25887498.0
DOM,1981,23674100.0
DOM,1982,22422026.0
DOM,1983,23021378.0
DOM,1984,21406398.0
DOM,1985,20951016.0
DOM,1986,20689148.0
DOM,1987,21890300.0
DOM,1988,21886960.0
DOM,1989,20305350.0
DOM,1990,19045740.0
DOM,1991,19917836.0
DOM,1992,20388670.0
DOM,1993,21866932.0
DOM,1994,25354394.0
DOM,1995,27788666.0
DOM,1996,26638322.0
DOM,1997,28636628.0
DOM,1998,28092176.0
DOM,1999,31465574.0
DOM,2000,30735916.0
DOM,2001,30716992.0
DOM,2002,30211098.0
DOM,2003,30882880.0
DOM,2004,27483948.0
DOM,2005,28007264.0
DOM,2006,29897048.0
DOM,2007,31218820.0
DOM,2008,32449992.0
DOM,2009,31934012.0
DOM,2010,32962014.0
DOM,2011,32508718.0
DOM,2012,33067804.0
DOM,2013,33530166.0
DOM,2014,34417190.0
DOM,2015,36686268.0
DOM,2016,38556000.0
DOM,2017,38336616.0
DOM,2018,40127816.0
DOM,2019,42629530.0
DOM,2020,37945764.0
DOM,2021,38457028.0
DOM,2022,38533190.0
TLS,1850,1200384.0
TLS,1851,1245968.2
TLS,1852,1277715.0
TLS,1853,1305209.9
TLS,1854,1582049.4
TLS,1855,1453865.5
TLS,1856,1425079.8
TLS,1857,1430801.1
TLS,1858,1263572.2
TLS,1859,1733831.6
TLS,1860,1468334.9
TLS,1861,1163332.5
TLS,1862,1050824.5
TLS,1863,996025.3
TLS,1864,963981.2
TLS,1865,1212980.4
TLS,1866,1394039.9
TLS,1867,1098441.2
TLS,1868,996428.75
TLS,1869,954853.25
TLS,1870,933142.94
TLS,1871,1140398.9
TLS,1872,1346208.2
TLS,1873,1069503.4
TLS,1874,974544.56
TLS,1875,936843.0
TLS,1876,917427.7
TLS,1877,906383.1
