ISOCode,Year,NetElectricityImports,NetElectricityImportsAsShareOfDemand
UKR,2017,-5.18,-3.4514925
UKR,2018,-6.07,-3.9837239
UKR,2019,-4.04,-2.7143242
UKR,2020,-2.42,-1.6566265
UKR,2021,-2.04,-1.3356905
UKR,2022,-0.98,-0.86488396
ARE,2000,0.0,0.0
ARE,2001,0.0,0.0
ARE,2002,0.0,0.0
ARE,2003,0.0,0.0
ARE,2004,0.0,0.0
ARE,2005,0.0,0.0
ARE,2006,0.0,0.0
ARE,2007,0.0,0.0
ARE,2008,0.0,0.0
ARE,2009,0.0,0.0
ARE,2010,0.0,0.0
ARE,2011,-0.02,-0.020179598
ARE,2012,-0.03,-0.02825391
ARE,2013,-0.02,-0.018185124
ARE,2014,-0.03,-0.025748862
ARE,2015,-0.01,-0.007851142
ARE,2016,0.63,0.48372233
ARE,2017,-0.1,-0.074366026
ARE,2018,-0.03,-0.022062069
ARE,2019,-0.01,-0.0072228243
ARE,2020,-0.03,-0.021853147
ARE,2021,-0.03,-0.02013558
ARE,2022,-0.03,-0.019391118
GBR,1990,11.94,3.621474
GBR,1991,16.41,4.858623
GBR,1992,16.69,4.9668183
GBR,1993,16.72,4.941044
GBR,1994,16.89,4.9398966
GBR,1995,16.31,4.676166
GBR,1996,16.75,4.5756273
GBR,1997,16.57,4.530293
GBR,1998,12.71,3.4003048
GBR,1999,14.24,3.7524047
GBR,2000,14.17,3.6219103
GBR,2001,10.4,2.6317787
GBR,2002,8.41,2.125616
GBR,2003,2.16,0.539501
GBR,2004,7.49,1.8659226
GBR,2005,8.32,2.0458848
GBR,2006,7.52,1.8577534
GBR,2007,5.21,1.2959554
GBR,2008,11.02,2.7551377
GBR,2009,2.86,0.75338495
GBR,2010,2.66,0.6914119
GBR,2011,6.22,1.6622571
GBR,2012,11.86,3.1565218
GBR,2013,14.43,3.8716428
GBR,2014,20.52,5.7222533
GBR,2015,21.11,5.8642144
GBR,2016,17.75,4.972964
GBR,2017,14.76,4.18154
GBR,2018,19.11,5.431446
GBR,2019,21.17,6.1351647
GBR,2020,17.66,5.3567095
GBR,2021,24.17,7.2621837
GBR,2022,-5.33,-1.6616784
USA,2000,33.76,0.88011545
USA,2001,22.03,0.5875293
USA,2002,20.98,0.5427907
USA,2003,6.42,0.16566202
USA,2004,11.31,0.28537112
USA,2005,24.78,0.6103794
USA,2006,18.42,0.4530964
USA,2007,31.25,0.7487146
USA,2008,32.82,0.7926866
USA,2009,34.05,0.85684735
USA,2010,25.98,0.6275484
USA,2011,37.25,0.9027852
USA,2012,47.26,1.1560863
USA,2013,57.88,1.4070776
USA,2014,53.21,1.2824097
USA,2015,66.67,1.6062505
USA,2016,66.5,1.6008435
USA,2017,56.31,1.3705331
USA,2018,44.46,1.0471008
USA,2019,39.04,0.9300952
USA,2020,47.31,1.1565851
USA,2021,39.31,0.9375306
USA,2022,41.21,0.95214546
VIR,2000,0.0,0.0
VIR,2001,0.0,0.0
VIR,2002,0.0,0.0
VIR,2003,0.0,0.0
VIR,2004,0.0,0.0
VIR,2005,0.0,0.0
VIR,2006,0.0,0.0
VIR,2007,0.0,0.0
VIR,2008,0.0,0.0
VIR,2009,0.0,0.0
VIR,2010,0.0,0.0
VIR,2011,0.0,0.0
VIR,2012,0.0,0.0
VIR,2013,0.0,0.0
VIR,2014,0.0,0.0
VIR,2015,0.0,0.0
VIR,2016,0.0,0.0
VIR,2017,0.0,0.0
VIR,2018,0.0,0.0
VIR,2019,0.0,0.0
VIR,2020,0.0,0.0
VIR,2021,0.0,0.0
URY,2000,0.39,4.942966
URY,2001,-1.04,-12.807882
URY,2002,-1.76,-22.709677
URY,2003,-0.7,-8.928572
URY,2004,2.25,27.985075
URY,2005,0.74,8.904933
URY,2006,2.82,34.016888
URY,2007,-0.21,-2.3178806
URY,2008,0.93,9.851695
URY,2009,1.23,12.275449
URY,2010,-0.32,-2.9850745
URY,2011,0.45,4.158965
URY,2012,0.55,4.9283156
URY,2013,-0.21,-1.8683275
URY,2014,-1.27,-10.976665
URY,2015,-1.32,-10.740439
URY,2016,-0.75,-5.769231
URY,2017,-1.46,-11.415168
URY,2018,-1.18,-8.858858
URY,2019,-3.01,-23.100538
URY,2020,-0.63,-4.879938
URY,2021,-1.08,-7.327002
URY,2022,0.37,2.2995648
UZB,2000,1.28,2.806402
UZB,2001,0.49,1.0783451
UZB,2002,-0.08,-0.17171067
UZB,2003,-0.08,-0.17119624
UZB,2004,-0.07,-0.14789774
UZB,2005,-0.08,-0.17061207
UZB,2006,-0.09,-0.20543255
UZB,2007,0.98,2.1495943
UZB,2008,0.1,0.24813896
UZB,2009,-0.05,-0.112233445
UZB,2010,-1.17,-2.4324324
UZB,2011,-0.73,-1.4837399
UZB,2012,-0.67,-1.3540825
UZB,2013,-0.88,-1.7343318
UZB,2014,-0.78,-1.5020219
UZB,2015,-1.29,-2.4220805
UZB,2016,-1.5,-2.7522936
UZB,2017,-0.64,-1.1145942
UZB,2018,-0.39,-0.6605691
UZB,2019,1.31,2.132856
UZB,2020,2.52,4.31064
UZB,2021,2.52,4.0829554
VUT,2000,0.0,0.0
VUT,2001,0.0,0.0
VUT,2002,0.0,0.0
VUT,2003,0.0,0.0
VUT,2004,0.0,0.0
VUT,2005,0.0,0.0
VUT,2006,0.0,0.0
VUT,2007,0.0,0.0
VUT,2008,0.0,0.0
VUT,2009,0.0,0.0
VUT,2010,0.0,0.0
VUT,2011,0.0,0.0
VUT,2012,0.0,0.0
VUT,2013,0.0,0.0
VUT,2014,0.0,0.0
VUT,2015,0.0,0.0
VUT,2016,0.0,0.0
VUT,2017,0.0,0.0
VUT,2018,0.0,0.0
VUT,2019,0.0,0.0
VUT,2020,0.0,0.0
VUT,2021,0.0,0.0
VEN,2000,-0.05,-0.060103375
VEN,2001,-0.03,-0.034203626
VEN,2002,0.14,0.1613089
VEN,2003,-0.41,-0.46139994
VEN,2004,0.38,0.39341548
VEN,2005,-0.58,-0.57533973
VEN,2006,-0.55,-0.5123428
VEN,2007,-0.54,-0.48517522
VEN,2008,-0.47,-0.40513748
VEN,2009,-0.37,-0.3180607
VEN,2010,0.0,0.0
VEN,2011,0.25,0.21680687
VEN,2012,0.48,0.40342915
VEN,2013,0.71,0.5879917
VEN,2014,-0.87,-0.87445974
VEN,2015,-0.97,-0.82043475
VEN,2016,-1.11,-1.0718424
VEN,2017,-1.06,-1.0583066
VEN,2018,-1.02,-1.0597403
VEN,2019,-0.87,-1.0586517
VEN,2020,-0.65,-0.6945187
VEN,2021,-0.65,-0.69082797
VNM,2000,0.0,0.0
VNM,2001,0.0,0.0
VNM,2002,0.0,0.0
VNM,2003,0.0,0.0
VNM,2004,0.0,0.0
VNM,2005,0.38,0.7243614
VNM,2006,0.97,1.6476984
VNM,2007,2.63,3.9377153
VNM,2008,3.22,4.341378
VNM,2009,3.73,4.4210024
VNM,2010,4.64,4.815276
VNM,2011,3.87,3.6724236
VNM,2012,1.45,1.2434611
VNM,2013,2.33,1.8376844
VNM,2014,1.44,1.0091807
VNM,2015,0.98,0.6166237
VNM,2016,1.33,0.75107294
VNM,2017,0.71,0.36919558
VNM,2018,1.62,0.7684645
VNM,2019,1.25,0.54663926
VNM,2020,1.51,0.63737285
VNM,2021,1.52,0.61690813
VNM,2022,1.52,0.58126193
ESH,2000,0.0,0.0
ESH,2001,0.0,0.0
ESH,2002,0.0,0.0
ESH,2003,0.0,0.0
ESH,2004,0.0,0.0
ESH,2005,0.0,0.0
ESH,2006,0.0,0.0
ESH,2007,0.0,0.0
ESH,2008,0.0,0.0
ESH,2009,0.0,0.0
ESH,2010,0.0,0.0
ESH,2011,0.0,0.0
ESH,2012,0.0,0.0
ESH,2013,0.0,0.0
ESH,2014,0.0,0.0
ESH,2015,0.0,0.0
ESH,2016,0.0,0.0
ESH,2017,0.0,0.0
ESH,2018,0.0,0.0
ESH,2019,0.0,0.0
ESH,2020,0.0,0.0
ESH,2021,0.0,0.0
YEM,2000,0.0,0.0
YEM,2001,0.0,0.0
YEM,2002,0.0,0.0
YEM,2003,0.0,0.0
YEM,2004,0.0,0.0
YEM,2005,0.0,0.0
YEM,2006,0.0,0.0
YEM,2007,0.0,0.0
YEM,2008,0.0,0.0
YEM,2009,0.0,0.0
YEM,2010,0.0,0.0
YEM,2011,0.0,0.0
YEM,2012,0.0,0.0
YEM,2013,0.0,0.0
YEM,2014,0.0,0.0
YEM,2015,0.0,0.0
YEM,2016,0.0,0.0
YEM,2017,0.0,0.0
YEM,2018,0.0,0.0
YEM,2019,0.0,0.0
YEM,2020,0.0,0.0
YEM,2021,0.0,0.0
ZMB,2000,-1.33,-20.684294
ZMB,2001,-1.05,-15.328466
ZMB,2002,-0.68,-9.152086
ZMB,2003,-0.35,-4.424779
ZMB,2004,0.17,1.9698725
ZMB,2005,0.22,2.4175823
ZMB,2006,-0.37,-3.982777
ZMB,2007,-0.14,-1.4799154
ZMB,2008,0.17,1.7598344
ZMB,2009,-0.58,-6.25
ZMB,2010,-0.56,-5.685279
ZMB,2011,0.09,0.779896
ZMB,2012,-0.82,-7.130435
ZMB,2013,-1.01,-8.265139
ZMB,2014,-1.24,-9.45122
ZMB,2015,-0.39,-3.006939
ZMB,2016,1.39,10.684089
ZMB,2017,-0.31,-2.1939137
ZMB,2018,-1.07,-7.104914
ZMB,2019,-0.78,-5.6155505
ZMB,2020,-1.21,-8.711303
ZMB,2021,-1.2,-7.2683225
ZWE,2000,5.09,43.026203
ZWE,2001,4.07,34.935627
ZWE,2002,4.01,32.68134
ZWE,2003,3.18,27.133104
ZWE,2004,2.04,17.816595
ZWE,2005,2.98,24.792013
ZWE,2006,3.9,33.678757
ZWE,2007,2.93,28.501945
ZWE,2008,1.12,13.160987
ZWE,2009,1.28,15.256257
ZWE,2010,0.73,7.9607415
ZWE,2011,0.6,6.2893085
ZWE,2012,0.55,5.801688
ZWE,2013,0.53,5.413687
ZWE,2014,-0.1,-1.0405828
ZWE,2015,-0.1,-1.0764263
ZWE,2016,1.85,21.337946
ZWE,2017,2.22,23.197493
ZWE,2018,1.02,9.990206
ZWE,2019,1.11,11.871657
ZWE,2020,1.98,20.689655
ZWE,2021,1.75,17.893661
