ISOCode,Year,NetElectricityImports,NetElectricityImportsAsShareOfDemand
GMB,2008,0.0,0.0
GMB,2009,0.0,0.0
GMB,2010,0.0,0.0
GMB,2011,0.0,0.0
GMB,2012,0.0,0.0
GMB,2013,0.0,0.0
GMB,2014,0.0,0.0
GMB,2015,0.0,0.0
GMB,2016,0.0,0.0
GMB,2017,0.0,0.0
GMB,2018,0.0,0.0
GMB,2019,0.0,0.0
GMB,2020,0.0,0.0
GMB,2021,0.0,0.0
GEO,2000,0.25,3.3244681
GEO,2001,0.27,3.8189535
GEO,2002,0.45,5.913272
GEO,2003,0.91,11.417817
GEO,2004,1.28,15.822002
GEO,2005,1.35,15.90106
GEO,2006,0.62,8.020699
GEO,2007,-0.2,-2.5094104
GEO,2008,-0.12,-1.4669926
GEO,2009,-0.49,-6.179067
GEO,2010,-1.26,-14.449541
GEO,2011,-0.45,-4.721931
GEO,2012,0.09,0.9414226
GEO,2013,0.03,0.3030303
GEO,2014,0.25,2.401537
GEO,2015,0.04,0.37558687
GEO,2016,-0.08,-0.7098491
GEO,2017,0.81,6.6831684
GEO,2018,0.92,7.165109
GEO,2019,1.38,10.631742
GEO,2020,1.46,11.568938
GEO,2021,1.62,11.360449
GEO,2022,0.59,3.978422
DEU,1990,0.93,0.16978548
DEU,1991,-0.57,-0.1064903
DEU,1992,-5.32,-1.0069273
DEU,1993,0.87,0.16623357
DEU,1994,2.34,0.44355983
DEU,1995,4.82,0.8965274
DEU,1996,-5.27,-0.9662279
DEU,1997,-2.35,-0.4306711
DEU,1998,-0.64,-0.115996666
DEU,1999,1.04,0.18786806
DEU,2000,3.06,0.5348996
DEU,2001,3.66,0.6281968
DEU,2002,10.0,1.6842105
DEU,2003,-3.27,-0.54734445
DEU,2004,-2.62,-0.43251452
DEU,2005,-4.57,-0.7533051
DEU,2006,-16.98,-2.7818735
DEU,2007,-16.56,-2.7006752
DEU,2008,-20.1,-3.2903352
DEU,2009,-12.27,-2.1361792
DEU,2010,-14.95,-2.4597714
DEU,2011,-3.77,-0.62886786
DEU,2012,-20.54,-3.435932
DEU,2013,-32.19,-5.3927727
DEU,2014,-33.88,-5.8005753
DEU,2015,-48.28,-8.177645
DEU,2016,-50.52,-8.556186
DEU,2017,-52.46,-8.867778
DEU,2018,-48.74,-8.37529
DEU,2019,-32.67,-5.773104
DEU,2020,-19.03,-3.4798672
DEU,2021,-18.58,-3.3306446
DEU,2022,-27.25,-5.1096945
GHA,2000,0.21,2.8610353
GHA,2001,0.15,1.9035534
GHA,2002,0.43,5.7029176
GHA,2003,0.34,5.601318
GHA,2004,0.21,3.4482758
GHA,2005,0.18,2.6239066
GHA,2006,-0.13,-1.6069221
GHA,2007,0.19,2.729885
GHA,2008,-0.26,-3.2994924
GHA,2009,-0.55,-6.682868
GHA,2010,-0.93,-10.333333
GHA,2011,-0.61,-5.910853
GHA,2012,-0.54,-4.830054
GHA,2013,-0.5,-4.156276
GHA,2014,-0.47,-3.8651316
GHA,2015,-0.36,-3.3302495
GHA,2016,0.56,4.6822743
GHA,2017,0.05,0.38789758
GHA,2018,-0.6,-4.3572984
GHA,2019,-1.3,-8.447043
GHA,2020,-1.74,-9.425786
GHA,2021,-1.41,-7.2233605
GIB,2000,0.0,0.0
GIB,2001,0.0,0.0
GIB,2002,0.0,0.0
GIB,2003,0.0,0.0
GIB,2004,0.0,0.0
GIB,2005,0.0,0.0
GIB,2006,0.0,0.0
GIB,2007,0.0,0.0
GIB,2008,0.0,0.0
GIB,2009,0.0,0.0
GIB,2010,0.0,0.0
GIB,2011,0.0,0.0
GIB,2012,0.0,0.0
GIB,2013,0.0,0.0
GIB,2014,0.0,0.0
GIB,2015,0.0,0.0
GIB,2016,0.0,0.0
GIB,2017,0.0,0.0
GIB,2018,0.0,0.0
GIB,2019,0.0,0.0
GIB,2020,0.0,0.0
GIB,2021,0.0,0.0
GRC,1990,0.71,2.0005634
GRC,1991,0.64,1.7592083
GRC,1992,0.61,1.6124768
GRC,1993,0.81,2.0801234
GRC,1994,0.38,0.93205786
GRC,1995,0.8,1.9002376
GRC,1996,1.35,3.0843043
GRC,1997,2.29,5.024133
GRC,1998,1.61,3.3682008
GRC,1999,0.16,0.32290617
GRC,2000,-0.01,-0.018723086
GRC,2001,2.5,4.4980206
GRC,2002,2.9,5.1011434
GRC,2003,2.09,3.4839137
GRC,2004,2.82,4.5764365
GRC,2005,3.78,5.9800663
GRC,2006,4.2,6.524778
GRC,2007,4.36,6.500671
GRC,2008,5.61,8.186196
GRC,2009,4.37,6.6778727
GRC,2010,5.71,9.050563
GRC,2011,3.23,5.1746235
GRC,2012,1.78,2.8466337
GRC,2013,1.89,3.202847
GRC,2014,8.82,14.906203
GRC,2015,9.61,15.641275
GRC,2016,8.8,13.921848
GRC,2017,6.24,10.159557
GRC,2018,6.28,10.549303
GRC,2019,9.94,16.985645
GRC,2020,8.86,15.538406
GRC,2021,3.68,6.308932
GRC,2022,3.45,6.182796
GRL,2000,0.0,0.0
GRL,2001,0.0,0.0
GRL,2002,0.0,0.0
GRL,2003,0.0,0.0
GRL,2004,0.0,0.0
GRL,2005,0.0,0.0
GRL,2006,0.0,0.0
GRL,2007,0.0,0.0
GRL,2008,0.0,0.0
GRL,2009,0.0,0.0
GRL,2010,0.0,0.0
GRL,2011,0.0,0.0
GRL,2012,0.0,0.0
GRL,2013,0.0,0.0
GRL,2014,0.0,0.0
GRL,2015,0.0,0.0
GRL,2016,0.0,0.0
GRL,2017,0.0,0.0
GRL,2018,0.0,0.0
GRL,2019,0.0,0.0
GRL,2020,0.0,0.0
GRL,2021,0.0,0.0
GRD,2000,0.0,0.0
GRD,2001,0.0,0.0
GRD,2002,0.0,0.0
GRD,2003,0.0,0.0
GRD,2004,0.0,0.0
GRD,2005,0.0,0.0
GRD,2006,0.0,0.0
GRD,2007,0.0,0.0
GRD,2008,0.0,0.0
GRD,2009,0.0,0.0
GRD,2010,0.0,0.0
GRD,2011,0.0,0.0
GRD,2012,0.0,0.0
GRD,2013,0.0,0.0
GRD,2014,0.0,0.0
GRD,2015,0.0,0.0
GRD,2016,0.0,0.0
GRD,2017,0.0,0.0
GRD,2018,0.0,0.0
GRD,2019,0.0,0.0
GRD,2020,0.0,0.0
GRD,2021,0.0,0.0
GLP,2000,0.0,0.0
GLP,2001,0.0,0.0
GLP,2002,0.0,0.0
GLP,2003,0.0,0.0
GLP,2004,0.0,0.0
GLP,2005,0.0,0.0
GLP,2006,0.0,0.0
GLP,2007,0.0,0.0
GLP,2008,0.0,0.0
GLP,2009,0.0,0.0
GLP,2010,0.0,0.0
GLP,2011,0.0,0.0
GLP,2012,0.0,0.0
GLP,2013,0.0,0.0
GLP,2014,0.0,0.0
GLP,2015,0.0,0.0
GLP,2016,0.0,0.0
GLP,2017,0.0,0.0
GLP,2018,0.0,0.0
GLP,2019,0.0,0.0
GLP,2020,0.0,0.0
GLP,2021,0.0,0.0
GUM,2000,0.0,0.0
GUM,2001,0.0,0.0
GUM,2002,0.0,0.0
GUM,2003,0.0,0.0
GUM,2004,0.0,0.0
GUM,2005,0.0,0.0
GUM,2006,0.0,0.0
GUM,2007,0.0,0.0
GUM,2008,0.0,0.0
GUM,2009,0.0,0.0
GUM,2010,0.0,0.0
GUM,2011,0.0,0.0
GUM,2012,0.0,0.0
GUM,2013,0.0,0.0
GUM,2014,0.0,0.0
GUM,2015,0.0,0.0
GUM,2016,0.0,0.0
GUM,2017,0.0,0.0
GUM,2018,0.0,0.0
GUM,2019,0.0,0.0
GUM,2020,0.0,0.0
GUM,2021,0.0,0.0
GTM,2000,-0.7,-13.133208
GTM,2001,-0.24,-4.2933807
GTM,2002,-0.38,-6.597222
GTM,2003,-0.4,-5.5172415
GTM,2004,-0.42,-6.6350713
GTM,2005,-0.32,-4.0150566
GTM,2006,-0.08,-0.97442144
GTM,2007,-0.12,-1.3483146
GTM,2008,-0.07,-0.8363202
GTM,2009,-0.06,-0.7067138
GTM,2010,0.22,2.679659
GTM,2011,0.32,3.72093
GTM,2012,0.03,0.32119915
GTM,2013,-0.28,-2.8629858
GTM,2014,-0.5,-4.9067717
GTM,2015,-0.5,-4.570384
GTM,2016,-0.59,-5.1573424
GTM,2017,-0.97,-8.283519
GTM,2018,-1.67,-13.413655
GTM,2019,-1.05,-8.228839
GTM,2020,-0.07,-0.52434456
GTM,2021,-0.07,-0.48712596
GIN,2000,0.0,0.0
GIN,2001,0.0,0.0
GIN,2002,0.0,0.0
GIN,2003,0.0,0.0
GIN,2004,0.0,0.0
GIN,2005,0.0,0.0
GIN,2006,0.0,0.0
GIN,2007,0.0,0.0
GIN,2008,0.0,0.0
GIN,2009,0.0,0.0
GIN,2010,0.0,0.0
GIN,2011,0.0,0.0
GIN,2012,0.0,0.0
GIN,2013,0.0,0.0
GIN,2014,0.0,0.0
GIN,2015,0.0,0.0
GIN,2016,0.0,0.0
GIN,2017,0.0,0.0
GIN,2018,0.0,0.0
GIN,2019,0.0,0.0
GIN,2020,0.0,0.0
GIN,2021,0.0,0.0
GNB,2000,0.0,0.0
GNB,2001,0.0,0.0
GNB,2002,0.0,0.0
GNB,2003,0.0,0.0
GNB,2004,0.0,0.0
GNB,2005,0.0,0.0
GNB,2006,0.0,0.0
GNB,2007,0.0,0.0
GNB,2008,0.0,0.0
GNB,2009,0.0,0.0
GNB,2010,0.0,0.0
GNB,2011,0.0,0.0
GNB,2012,0.0,0.0
GNB,2013,0.0,0.0
GNB,2014,0.0,0.0
GNB,2015,0.0,0.0
GNB,2016,0.0,0.0
GNB,2017,0.0,0.0
GNB,2018,0.0,0.0
GNB,2019,0.0,0.0
GNB,2020,0.0,0.0
GNB,2021,0.0,0.0
GUY,2000,0.0,0.0
GUY,2001,0.0,0.0
GUY,2002,0.0,0.0
GUY,2003,0.0,0.0
GUY,2004,0.0,0.0
GUY,2005,0.0,0.0
GUY,2006,0.0,0.0
GUY,2007,0.0,0.0
GUY,2008,0.0,0.0
GUY,2009,0.0,0.0
GUY,2010,0.0,0.0
GUY,2011,0.0,0.0
GUY,2012,0.0,0.0
GUY,2013,0.0,0.0
GUY,2014,0.0,0.0
GUY,2015,0.0,0.0
GUY,2016,0.0,0.0
GUY,2017,0.0,0.0
GUY,2018,0.0,0.0
GUY,2019,0.0,0.0
GUY,2020,0.0,0.0
GUY,2021,0.0,0.0
HTI,2000,0.0,0.0
HTI,2001,0.0,0.0
HTI,2002,0.0,0.0
HTI,2003,0.0,0.0
HTI,2004,0.0,0.0
HTI,2005,0.0,0.0
HTI,2006,0.0,0.0
HTI,2007,0.0,0.0
HTI,2008,0.0,0.0
HTI,2009,0.0,0.0
HTI,2010,0.0,0.0
HTI,2011,0.0,0.0
HTI,2012,0.0,0.0
HTI,2013,0.0,0.0
HTI,2014,0.0,0.0
HTI,2015,0.0,0.0
HTI,2016,0.0,0.0
HTI,2017,0.0,0.0
HTI,2018,0.0,0.0
HTI,2019,0.0,0.0
HTI,2020,0.0,0.0
HTI,2021,0.0,0.0
HND,2000,0.28,7.310705
HND,2001,0.31,7.635468
HND,2002,0.41,9.425287
HND,2003,0.33,7.0512824
HND,2004,0.34,6.8
HND,2005,0.05,0.9191176
HND,2006,0.02,0.34662044
HND,2007,0.01,0.1650165
HND,2008,-0.01,-0.15948963
HND,2009,-0.05,-0.7898894
HND,2010,0.01,0.1529052
HND,2011,0.19,2.642559
HND,2012,0.19,2.4739585
HND,2013,0.11,1.4048531
HND,2014,0.82,8.922743
HND,2015,0.15,1.5723271
HND,2016,0.3,3.0456853
HND,2017,0.42,4.1916165
HND,2018,0.36,3.508772
HND,2019,-0.28,-2.5830257
HND,2020,-0.17,-1.5260322
HND,2021,-0.17,-1.439458
HKG,2000,9.02,23.446842
HKG,2001,8.82,22.437038
HKG,2002,8.01,19.89568
HKG,2003,7.39,18.12163
HKG,2004,6.75,16.202593
HKG,2005,6.5,15.243902
HKG,2006,6.37,14.928522
HKG,2007,6.92,15.897083
HKG,2008,7.25,16.876163
HKG,2009,7.23,16.56737
HKG,2010,7.9,17.979063
HKG,2011,7.78,17.483147
HKG,2012,9.32,20.353788
HKG,2013,8.32,18.456078
HKG,2014,9.06,19.475496
HKG,2015,10.56,22.817633
HKG,2016,10.42,22.447222
HKG,2017,11.23,24.370659
HKG,2018,12.04,25.914766
HKG,2019,12.38,26.267769
HKG,2020,12.7,27.705061
HKG,2021,12.56,26.270655
HUN,1990,11.15,28.163677
HUN,1991,7.35,19.699812
HUN,1992,3.47,9.871977
HUN,1993,2.47,6.981345
HUN,1994,2.03,5.7102675
HUN,1995,2.41,6.615427
HUN,1996,2.2,5.899705
HUN,1997,2.15,5.7256994
HUN,1998,0.74,1.9504482
HUN,1999,1.06,2.7256362
HUN,2000,3.44,8.904996
HUN,2001,3.17,8.007072
HUN,2002,4.26,10.541945
HUN,2003,6.94,16.89798
HUN,2004,7.47,18.139874
HUN,2005,6.23,14.840401
HUN,2006,7.21,16.744078
HUN,2007,3.99,9.078498
HUN,2008,3.9,8.879782
HUN,2009,5.51,13.3027525
HUN,2010,5.2,12.215175
HUN,2011,6.64,15.564932
HUN,2012,7.97,18.713312
HUN,2013,11.88,28.198433
HUN,2014,13.39,31.328964
HUN,2015,13.69,31.127785
HUN,2016,12.71,28.548967
HUN,2017,12.88,28.177643
HUN,2018,14.35,31.006916
HUN,2019,12.58,26.897583
HUN,2020,11.68,25.139906
HUN,2021,12.75,26.175323
HUN,2022,12.15,25.413094
ISL,1990,0.0,0.0
ISL,1991,0.0,0.0
ISL,1992,0.0,0.0
ISL,1993,0.0,0.0
ISL,1994,0.0,0.0
ISL,1995,0.0,0.0
ISL,1996,0.0,0.0
ISL,1997,0.0,0.0
ISL,1998,0.0,0.0
ISL,1999,0.0,0.0
ISL,2000,0.0,0.0
ISL,2001,0.0,0.0
ISL,2002,0.0,0.0
ISL,2003,0.0,0.0
ISL,2004,0.0,0.0
ISL,2005,0.0,0.0
ISL,2006,0.0,0.0
ISL,2007,0.0,0.0
ISL,2008,0.0,0.0
ISL,2009,0.0,0.0
ISL,2010,0.0,0.0
ISL,2011,0.0,0.0
ISL,2012,0.0,0.0
ISL,2013,0.0,0.0
ISL,2014,0.0,0.0
ISL,2015,0.0,0.0
ISL,2016,0.0,0.0
ISL,2017,0.0,0.0
ISL,2018,0.0,0.0
ISL,2019,0.0,0.0
ISL,2020,0.0,0.0
ISL,2021,0.0,0.0
IND,2000,1.35,0.23570906
IND,2001,1.27,0.21622175
IND,2002,1.35,0.22095288
IND,2003,1.69,0.2641368
IND,2004,1.7,0.2428502
IND,2005,1.55,0.21952498
IND,2006,2.74,0.3667171
IND,2007,4.94,0.6165751
IND,2008,5.51,0.66073483
IND,2009,5.3,0.5988633
IND,2010,5.55,0.5885347
IND,2011,5.12,0.49272463
IND,2012,4.64,0.42317235
IND,2013,3.95,0.34345138
IND,2014,0.57,0.045138147
IND,2015,0.09,0.006806889
IND,2016,-1.09,-0.07782101
IND,2017,-2.13,-0.14497687
IND,2018,-4.1,-0.26030424
IND,2019,-3.14,-0.19395168
IND,2020,-0.11,-0.006953971
IND,2021,-1.88,-0.10975666
IND,2022,-2.32,-0.1250229
IDN,2000,0.0,0.0
IDN,2001,0.0,0.0
IDN,2002,0.0,0.0
IDN,2003,0.0,0.0
IDN,2004,0.0,0.0
IDN,2005,0.0,0.0
IDN,2006,0.0,0.0
IDN,2007,0.0,0.0
IDN,2008,0.0,0.0
IDN,2009,0.0,0.0
IDN,2010,0.0,0.0
IDN,2011,0.0,0.0
IDN,2012,0.0,0.0
IDN,2013,0.0,0.0
IDN,2014,0.01,0.00420964
IDN,2015,0.01,0.004110321
IDN,2016,0.69,0.26719332
IDN,2017,1.12,0.41958568
IDN,2018,1.5,0.5257808
IDN,2019,1.68,0.56542814
IDN,2020,1.55,0.5283431
IDN,2021,0.97,0.3125705
IDN,2022,0.97,0.2899764
IRN,2000,-0.72,-0.6069291
IRN,2001,-0.3,-0.23568231
IRN,2002,0.19,0.1372634
IRN,2003,0.57,0.37445801
IRN,2004,0.33,0.20234227
IRN,2005,-0.68,-0.38550937
IRN,2006,-0.23,-0.11904762
IRN,2007,-0.68,-0.335902
IRN,2008,-2.19,-1.0513682
IRN,2009,-4.08,-1.8738805
IRN,2010,-3.69,-1.5905857
IRN,2011,-5.01,-2.1727817
IRN,2012,-7.13,-2.9509146
IRN,2013,-7.88,-3.1396925
IRN,2014,-5.89,-2.1835842
IRN,2015,-2.67,-0.9619195
IRN,2016,-2.47,-0.87076074
IRN,2017,-4.32,-1.4359316
IRN,2018,-3.71,-1.2020476
IRN,2019,-3.63,-1.1514305
IRN,2020,-3.63,-1.0882274
IRN,2021,-3.63,-1.0623354
IRN,2022,-0.87,-0.25053275
IRQ,2000,0.0,0.0
IRQ,2001,0.0,0.0
IRQ,2002,0.0,0.0
IRQ,2003,0.0,0.0
IRQ,2004,1.32,4.162725
IRQ,2005,1.24,4.1168656
IRQ,2006,2.69,7.7321067
IRQ,2007,2.2,6.5223837
IRQ,2008,2.97,7.863384
IRQ,2009,5.59,11.499691
IRQ,2010,5.44,10.53243
IRQ,2011,7.23,12.452635
IRQ,2012,10.17,18.956198
IRQ,2013,12.2,18.10089
IRQ,2014,12.25,16.084558
IRQ,2015,13.1,16.827232
IRQ,2016,11.97,13.690952
IRQ,2017,11.79,12.531887
IRQ,2018,21.79,20.772163
IRQ,2019,34.4,27.83397
IRQ,2020,18.61,16.862993
IRQ,2021,18.61,16.061102
IRL,1990,0.0,0.0
IRL,1991,0.0,0.0
IRL,1992,0.0,0.0
IRL,1993,0.0,0.0
IRL,1994,0.0,0.0
IRL,1995,-0.02,-0.11370096
IRL,1996,-0.13,-0.69222575
IRL,1997,-0.01,-0.050813008
IRL,1998,0.08,0.38149738
IRL,1999,0.24,1.0904135
IRL,2000,0.1,0.42069834
IRL,2001,-0.25,-1.0250102
IRL,2002,0.5,1.9731649
IRL,2003,1.17,4.4948134
IRL,2004,1.57,5.8603954
IRL,2005,2.04,7.3752713
IRL,2006,1.78,6.1613016
IRL,2007,1.33,4.478114
IRL,2008,0.45,1.4817253
IRL,2009,0.76,2.6453185
IRL,2010,0.47,1.6416347
IRL,2011,0.49,1.772152
IRL,2012,0.41,1.4887435
IRL,2013,2.24,8.054657
IRL,2014,2.15,7.689557
IRL,2015,0.67,2.3288147
IRL,2016,-0.71,-2.405149
IRL,2017,-0.68,-2.2681787
IRL,2018,-0.03,-0.09718173
IRL,2019,0.64,2.0408163
IRL,2020,-0.15,-0.47140166
IRL,2021,1.59,4.792043
IRL,2022,0.22,0.6505027
ISR,2000,-1.46,-3.778468
ISR,2001,-1.4,-3.5078928
ISR,2002,-1.39,-3.3591106
ISR,2003,-1.47,-3.439401
ISR,2004,-1.46,-3.3961384
ISR,2005,-1.67,-3.79373
ISR,2006,-1.84,-4.028021
ISR,2007,-2.08,-4.291314
ISR,2008,-3.67,-7.3813353
ISR,2009,-3.78,-7.4190383
ISR,2010,-3.97,-7.272394
ISR,2011,-4.22,-7.6187034
ISR,2012,-4.43,-7.5610166
ISR,2013,-4.68,-8.261252
ISR,2014,-4.84,-8.639771
ISR,2015,-5.2,-8.80908
ISR,2016,-5.55,-9.028794
ISR,2017,-5.65,-9.118787
ISR,2018,-5.86,-9.2986355
ISR,2019,-6.31,-9.646842
ISR,2020,-6.24,-9.545663
ISR,2021,-6.52,-9.797145
ITA,1990,34.65,13.983051
ITA,1991,35.08,13.83772
ITA,1992,35.3,13.699693
ITA,1993,39.43,15.234526
ITA,1994,37.6,14.132682
ITA,1995,37.43,13.63918
ITA,1996,37.39,13.525538
ITA,1997,38.83,13.641793
ITA,1998,40.73,13.8697815
ITA,1999,42.01,13.974918
ITA,2000,44.35,14.14673
ITA,2001,48.38,15.144306
ITA,2002,50.6,15.45699
ITA,2003,50.97,15.153857
ITA,2004,45.63,13.402848
ITA,2005,49.15,14.251747
ITA,2006,44.99,12.793608
ITA,2007,46.28,13.092308
ITA,2008,40.03,11.3550625
ITA,2009,44.96,13.520178
ITA,2010,44.16,12.910016
ITA,2011,45.73,13.237423
ITA,2012,43.1,12.692149
ITA,2013,42.14,12.800341
ITA,2014,43.72,13.6131525
ITA,2015,46.38,14.169188
ITA,2016,37.03,11.420904
ITA,2017,37.76,11.404754
ITA,2018,43.9,13.251229
ITA,2019,38.14,11.575465
ITA,2020,32.2,10.378058
ITA,2021,42.79,12.998967
ITA,2022,42.99,13.117906
JAM,2000,0.0,0.0
JAM,2001,0.0,0.0
JAM,2002,0.0,0.0
JAM,2003,0.0,0.0
JAM,2004,0.0,0.0
JAM,2005,0.0,0.0
JAM,2006,0.0,0.0
JAM,2007,0.0,0.0
JAM,2008,0.0,0.0
JAM,2009,0.0,0.0
JAM,2010,0.0,0.0
JAM,2011,0.0,0.0
JAM,2012,0.0,0.0
JAM,2013,0.0,0.0
JAM,2014,0.0,0.0
JAM,2015,0.0,0.0
JAM,2016,0.0,0.0
JAM,2017,0.0,0.0
JAM,2018,0.0,0.0
JAM,2019,0.0,0.0
JAM,2020,0.0,0.0
JAM,2021,0.0,0.0
JPN,2000,0.0,0.0
JPN,2001,0.0,0.0
JPN,2002,0.0,0.0
JPN,2003,0.0,0.0
JPN,2004,0.0,0.0
JPN,2005,0.0,0.0
JPN,2006,0.0,0.0
JPN,2007,0.0,0.0
JPN,2008,0.0,0.0
JPN,2009,0.0,0.0
JPN,2010,0.0,0.0
JPN,2011,0.0,0.0
JPN,2012,0.0,0.0
JPN,2013,0.0,0.0
JPN,2014,0.0,0.0
JPN,2015,0.0,0.0
JPN,2016,0.0,0.0
JPN,2017,0.0,0.0
JPN,2018,0.0,0.0
JPN,2019,0.0,0.0
JPN,2020,0.0,0.0
JPN,2021,0.0,0.0
JPN,2022,0.0,0.0
JOR,2000,0.42,5.714286
JOR,2001,0.3,4.065041
JOR,2002,0.32,4.0201006
JOR,2003,0.97,11.425206
JOR,2004,0.79,8.56833
JOR,2005,0.74,7.543323
JOR,2006,0.46,4.2124543
JOR,2007,0.03,0.24489796
JOR,2008,0.22,1.6628875
JOR,2009,0.24,1.7569547
JOR,2010,0.61,4.203997
JOR,2011,1.65,10.700389
JOR,2012,0.68,4.17434
JOR,2013,0.32,1.9335349
JOR,2014,0.37,2.1082623
JOR,2015,0.55,2.9761906
JOR,2016,0.29,1.5409139
JOR,2017,-0.01,-0.051098622
JOR,2018,0.09,0.46535677
JOR,2019,0.14,0.71574646
JOR,2020,0.19,0.9391992
JOR,2021,0.13,0.5911778
KAZ,2000,3.02,5.525064
KAZ,2001,1.8,3.1479537
KAZ,2002,0.39,0.6641689
KAZ,2003,-1.47,-2.3561468
KAZ,2004,-2.17,-3.3497994
KAZ,2005,-0.13,-0.19176869
KAZ,2006,0.22,0.30606568
KAZ,2007,0.08,0.10430248
KAZ,2008,0.29,0.35962301
KAZ,2009,-0.67,-0.85831416
KAZ,2010,1.16,1.384083
KAZ,2011,0.79,0.9042005
KAZ,2012,1.32,1.4357189
KAZ,2013,-0.85,-0.92632955
KAZ,2014,-1.17,-1.2517384
KAZ,2015,0.0,0.0
KAZ,2016,-1.25,-1.3386165
KAZ,2017,-4.36,-4.414743
KAZ,2018,-3.48,-3.352924
KAZ,2019,-3.06,-2.958809
KAZ,2020,-0.74,-0.6858202
KAZ,2021,-0.56,-0.49213463
KAZ,2022,-0.56,-0.49901977
KEN,2000,0.2,4.7058825
KEN,2001,0.17,3.5639412
KEN,2002,0.22,4.4265594
KEN,2003,0.19,3.5916824
KEN,2004,0.15,2.6785717
KEN,2005,0.0,0.0
KEN,2006,-0.04,-0.6369426
KEN,2007,-0.04,-0.61728394
KEN,2008,-0.02,-0.31347963
KEN,2009,0.01,0.15197569
KEN,2010,0.0,0.0
KEN,2011,0.0,0.0
KEN,2012,0.01,0.12345678
KEN,2013,0.0,0.0
KEN,2014,0.13,1.5294118
KEN,2015,0.01,0.10121457
KEN,2016,0.05,0.513347
KEN,2017,0.22,2.014652
KEN,2018,0.09,0.7936508
KEN,2019,0.2,1.7108641
KEN,2020,0.12,1.010952
KEN,2021,0.14,1.1695906
KEN,2022,0.14,1.12
KIR,2000,0.0,0.0
KIR,2001,0.0,0.0
KIR,2002,0.0,0.0
KIR,2003,0.0,0.0
KIR,2004,0.0,0.0
KIR,2005,0.0,0.0
KIR,2006,0.0,0.0
KIR,2007,0.0,0.0
KIR,2008,0.0,0.0
KIR,2009,0.0,0.0
KIR,2010,0.0,0.0
KIR,2011,0.0,0.0
KIR,2012,0.0,0.0
KIR,2013,0.0,0.0
KIR,2014,0.0,0.0
KIR,2015,0.0,0.0
KIR,2016,0.0,0.0
KIR,2017,0.0,0.0
KIR,2018,0.0,0.0
KIR,2019,0.0,0.0
KIR,2020,0.0,0.0
KIR,2021,0.0,0.0
OWID_KOS,2000,0.37,11.111112
OWID_KOS,2001,0.47,11.190476
OWID_KOS,2002,0.47,11.2440195
OWID_KOS,2003,0.46,11.246943
OWID_KOS,2004,0.46,10.132158
OWID_KOS,2005,0.27,5.7082458
OWID_KOS,2006,0.28,5.9447985
OWID_KOS,2007,0.22,4.3564353
OWID_KOS,2008,0.41,7.3608613
OWID_KOS,2009,0.49,8.974359
OWID_KOS,2010,0.47,8.333334
OWID_KOS,2011,0.42,6.752412
OWID_KOS,2012,0.15,2.4630542
OWID_KOS,2013,-0.34,-5.5016184
OWID_KOS,2014,0.49,8.277027
OWID_KOS,2015,0.13,2.0833335
OWID_KOS,2016,-0.51,-9.323584
OWID_KOS,2017,0.36,5.732484
OWID_KOS,2018,0.15,2.4752476
OWID_KOS,2019,0.02,0.31397176
OWID_KOS,2020,-0.32,-5.015674
OWID_KOS,2021,0.69,9.078947
OWID_KOS,2022,0.55,7.372654
KWT,2000,0.0,0.0
KWT,2001,0.0,0.0
KWT,2002,0.0,0.0
KWT,2003,0.0,0.0
KWT,2004,0.0,0.0
KWT,2005,0.0,0.0
KWT,2006,0.0,0.0
KWT,2007,0.0,0.0
KWT,2008,0.0,0.0
KWT,2009,0.0,0.0
KWT,2010,0.0,0.0
KWT,2011,0.0,0.0
KWT,2012,0.0,0.0
KWT,2013,0.0,0.0
KWT,2014,0.0,0.0
KWT,2015,0.0,0.0
KWT,2016,0.0,0.0
KWT,2017,0.0,0.0
KWT,2018,0.0,0.0
KWT,2019,0.0,0.0
KWT,2020,0.0,0.0
KWT,2021,0.0,0.0
KWT,2022,0.0,0.0
KGZ,2000,-2.8,-21.688614
KGZ,2001,-1.84,-14.341388
KGZ,2002,-0.68,-5.5921054
KGZ,2003,-1.61,-11.743253
KGZ,2004,-3.33,-26.220472
KGZ,2005,-2.68,-22.408026
KGZ,2006,-2.51,-21.325403
KGZ,2007,-2.38,-19.508198
KGZ,2008,-0.77,-7.1164513
KGZ,2009,-1.2,-12.345679
KGZ,2010,-1.71,-16.731897
KGZ,2011,-2.67,-21.72498
KGZ,2012,-1.66,-12.471826
KGZ,2013,-0.15,-1.094092
KGZ,2014,0.21,1.4413178
KGZ,2015,0.55,4.11985
KGZ,2016,0.13,0.9870919
KGZ,2017,-1.22,-8.670931
KGZ,2018,-0.75,-5.1546392
KGZ,2019,0.0,0.0
KGZ,2020,0.05,0.30826142
KGZ,2021,0.05,0.34458992
LAO,2000,-2.83,-353.75
LAO,2001,-2.68,-276.28867
LAO,2002,-2.54,-251.48515
LAO,2003,-2.03,-184.54546
LAO,2004,-2.17,-261.4458
LAO,2005,-2.2,-167.93893
LAO,2006,-1.86,-106.89655
LAO,2007,-1.44,-74.611404
LAO,2008,-1.47,-65.333336
LAO,2009,-0.74,-28.13688
LAO,2010,-5.44,-186.30136
LAO,2011,-9.77,-318.24106
LAO,2012,-9.03,-231.53845
LAO,2013,-11.22,-271.0145
